Corymbia ficifolia :: Red Flowering Gum,37.7818193036389,-122.436178113306,0
Ginkgo biloba :: Maidenhair Tree,37.7796565242703,-122.438803470391,0
Ficus nitida :: Laurel Fig,37.7798807216656,-122.431661979156,0
Tristaniopsis laurina :: Swamp Myrtle,37.7801063414852,-122.434615217822,0
Maytenus boaria :: Mayten,37.7850717365194,-122.434266669841,0
Tristaniopsis laurina :: Swamp Myrtle,37.7849052933918,-122.435639212231,0
Ficus retusa nitida :: Banyan Fig,37.7853745495912,-122.433056065597,0
Platanus racemosa :: California Sycamore,37.7815257425696,-122.439587660215,0
Pittosporum undulatum :: Victorian Box,37.783233519123,-122.433715109442,0
Corymbia ficifolia :: Red Flowering Gum,37.7824687423539,-122.438576280753,0
Ficus microcarpa 'Retusa' :: Pot Belly Fig,37.7862706325854,-122.434927017215,0
Metrosideros excelsa :: New Zealand Xmas Tree,37.7806156465484,-122.439305042683,0
Arbutus unedo :: Strawberry Tree,37.7799689896828,-122.438949272681,0
Tristaniopsis laurina :: Swamp Myrtle,37.7795946678368,-122.439800543691,0
Tree(s) ::,37.7805406719806,-122.438865805362,0
Pittosporum undulatum :: Victorian Box,37.7818303296565,-122.438250983489,0
Acacia melanoxylon :: Blackwood Acacia,37.779985446188,-122.43659968326,0
Pittosporum undulatum :: Victorian Box,37.7791294239011,-122.435910927102,0
Corymbia ficifolia :: Red Flowering Gum,37.7816739348974,-122.437320479018,0
Ficus retusa nitida :: Banyan Fig,37.7852955304758,-122.433035366169,0
Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,37.7844692272317,-122.437956753313,0
Pyrus calleryana :: Ornamental Pear,37.7776100884847,-122.438439439086,0
Tristaniopsis laurina :: Swamp Myrtle,37.780396363522,-122.433359071525,0
Tristaniopsis laurina :: Swamp Myrtle,37.7805323760013,-122.432293445455,0
Tilia cordata :: Littleleaf Linden,37.7792817219988,-122.436995952461,0
Pittosporum undulatum :: Victorian Box,37.7825068042206,-122.437547415347,0
Pittosporum crassifolium :: Karo Tree,37.7820488889703,-122.44077158306,0
Schinus terebinthifolius :: Brazilian Pepper,37.7867648604943,-122.436696154429,0
Ficus retusa nitida :: Banyan Fig,37.7778853946604,-122.433219797973,0
Corymbia ficifolia :: Red Flowering Gum,37.7819568674508,-122.435904708519,0
Platanus x hispanica :: Sycamore: London Plane,37.7833355182269,-122.440143921372,0
Platanus x hispanica :: Sycamore: London Plane,37.7829702786375,-122.441019527599,0
Pittosporum undulatum :: Victorian Box,37.7808799542992,-122.437479894207,0
Tree(s) ::,37.7805593321564,-122.43545656304,0
Ficus retusa nitida :: Banyan Fig,37.7856020293142,-122.43327536926,0
Pittosporum undulatum :: Victorian Box,37.7815033321262,-122.437318018949,0
Magnolia grandiflora :: Southern Magnolia,37.7818542484501,-122.438407495367,0
Ficus microcarpa :: Chinese Banyan,37.7856794886217,-122.435896249645,0
Myoporum laetum :: Myoporum,37.7792050300035,-122.437716984835,0
Magnolia grandiflora :: Southern Magnolia,37.7777620066267,-122.434874754511,0
Pittosporum undulatum :: Victorian Box,37.7806482091024,-122.434698841508,0
Pittosporum undulatum :: Victorian Box,37.7801968120337,-122.433917164161,0
Platanus x hispanica :: Sycamore: London Plane,37.7830139660374,-122.44068099219,0
Platanus x hispanica :: Sycamore: London Plane,37.7841623615489,-122.435458932616,0
Metrosideros excelsa :: New Zealand Xmas Tree,37.7806979809143,-122.440727643404,0
Ginkgo biloba :: Maidenhair Tree,37.7816507958777,-122.438653902662,0
Liquidambar styraciflua :: American Sweet Gum,37.7854709624663,-122.438959223563,0
Tristaniopsis laurina :: Swamp Myrtle,37.7802178767038,-122.434927920426,0
Acer rubrum :: Red Maple,37.7812249111251,-122.439056830439,0
Maytenus boaria :: Mayten,37.7791747535234,-122.434016515388,0
Pittosporum undulatum :: Victorian Box,37.7819169391861,-122.438241058449,0
